period,department,category,transaction_count,total_amount,budget,variance,budget_utilization_pct,variance_pct,budget_available,avg_transaction_value,spending_deviation_pct,transaction_count_deviation_pct,period_total_spending,period_spending_change_pct,rolling_3m_avg_spending,rolling_spending_deviation_pct,high_budget_utilization,high_spending_deviation,high_transaction_deviation,large_period_change,large_rolling_deviation,anomaly_score,is_anomaly,anomaly_signals
2025-01,HR,Benefits,60,339323.99,333699.53,5624.459999999963,101.68548634156,1.6854863415600143,1,5655.399833333333,31.146756527085184,31.868131868131865,53363242.28,,53363242.28,0.0,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-01,HR,Product Sales,25,439393.11,,,,,0,17575.7244,-35.76098561815184,-17.431192660550458,53363242.28,,53363242.28,0.0,False,True,False,False,False,1,0,high spending deviation
2025-01,HR,Recruitment,47,239911.32,246812.06,-6900.739999999991,97.2040507258843,-2.795949274115693,1,5104.496170212766,-0.5162908359750187,4.0590405904059095,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,HR,Service Revenue,23,528749.35,,,,,0,22989.10217391304,-22.69106863532485,-24.452554744525543,53363242.28,,53363242.28,0.0,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-01,HR,Software,53,238908.23,215718.14,23190.09,110.75018076829328,10.750180768293289,1,4507.702452830189,-9.86630963088901,12.899408284023671,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,HR,Subscription,40,877985.29,,,,,0,21949.63225,35.550540642834534,40.62500000000001,53363242.28,,53363242.28,0.0,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-01,HR,Training,52,240741.99,241218.03,-476.04000000000815,99.80265156796116,-0.1973484320388522,1,4629.653653846153,13.403771277801022,9.60187353629977,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,HR,Transaction Fees,32,692718.21,,,,,0,21647.4440625,11.42951376747186,13.609467455621296,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,IT,Cloud Services,80,1382419.62,1428556.97,-46137.34999999986,96.77035281274082,-3.229647187259173,1,17280.24525,7.750421530756113,11.455108359133137,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,IT,Cybersecurity,76,1031875.78,938609.27,93266.51,109.93667045287118,9.936670452871194,1,13577.312894736842,-1.962357756349544,4.427480916030543,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,IT,Hardware,88,1494396.38,1380684.56,113711.81999999985,108.23590147194808,8.235901471948077,1,16981.777045454543,16.62794470518702,19.18735891647857,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,IT,Product Sales,47,1110086.62,,,,,0,23618.864255319157,7.892811937514595,3.6764705882352886,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,IT,Service Revenue,40,951131.27,,,,,0,23778.28175,-8.82756132121199,-12.515188335358443,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,IT,Software,59,774567.8,779532.36,-4964.55999999994,99.36313612432971,-0.6368638756702724,1,13128.267796610173,-17.62605123725495,-14.216478190630042,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,IT,Subscription,44,764019.55,,,,,0,17364.080681818185,-22.279764029316844,-1.6149068322981348,53363242.28,,53363242.28,0.0,False,True,False,False,False,1,0,high spending deviation
2025-01,IT,Transaction Fees,51,914458.53,,,,,0,17930.559411764705,-2.908653729998125,18.29896907216494,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Marketing,Advertising,95,1429909.48,1308522.04,121387.43999999994,109.27668287497852,9.276682874978547,1,15051.678736842105,-4.184681124167365,8.917197452229292,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Marketing,Content,94,907805.88,881787.14,26018.73999999999,102.95068263299916,2.95068263299916,1,9657.509361702128,5.866163191073775,6.081504702194353,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Marketing,Events,86,1343421.2,1251392.9,92028.30000000005,107.35406921359392,7.354069213593912,1,15621.176744186048,9.97815235878518,-1.6518424396442168,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Marketing,Product Sales,54,1193270.18,,,,,0,22097.595925925925,3.511138935234053,-0.409836065573769,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Marketing,Service Revenue,58,1274500.26,,,,,0,21974.142413793103,7.532876721954566,6.748466257668707,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Marketing,Software,96,1175569.41,1231906.88,-56337.46999999997,95.42680774702713,-4.573192252972885,1,12245.5146875,14.762490860591877,4.790782292298359,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Marketing,Subscription,62,1165414.38,,,,,0,18797.006129032256,-4.246755842569399,11.266201395812564,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Marketing,Transaction Fees,49,994649.64,,,,,0,20298.97224489796,-13.3771646545136,-1.3422818791946265,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Operations,Logistics,103,2040499.98,2038770.97,1729.0100000000093,100.08480648515416,0.0848064851541421,1,19810.679417475727,-4.392380595924996,2.148760330578517,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Operations,Maintenance,115,1555838.94,1507336.74,48502.19999999995,103.21774151142895,3.217741511428956,1,13529.034260869565,13.705220644392607,15.83659764969223,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Operations,Product Sales,74,1832393.89,,,,,0,24762.079594594597,37.12140675265546,23.79182156133829,53363242.28,,53363242.28,0.0,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-01,Operations,Service Revenue,62,1259244.31,,,,,0,20310.392096774194,0.7705642638131951,9.197651663405086,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Operations,Subscription,63,1750676.9,,,,,0,27788.522222222226,25.77031216774116,3.090909090909085,53363242.28,,53363242.28,0.0,False,True,False,False,False,1,0,high spending deviation
2025-01,Operations,Supplies,93,1169890.57,1189618.97,-19728.399999999907,98.34162025845974,-1.65837974154026,1,12579.468494623656,3.593490482887881,-5.209513023782562,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Operations,Transaction Fees,54,1180454.87,,,,,0,21860.275370370367,-17.631415274426796,-12.43243243243243,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Operations,Utilities,111,1463833.22,1365824.04,98009.17999999992,107.17582771496686,7.175827714966851,1,13187.686666666666,1.0803701275340984,14.236706689536874,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Sales,Client Entertainment,68,609967.48,640325.03,-30357.550000000047,95.25904055320154,-4.740959446798455,1,8970.11,-18.8958035535915,-18.399999999999995,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Sales,Commissions,82,1046261.92,980634.23,65627.69000000006,106.69237193566046,6.692371935660462,1,12759.291707317074,-9.626376244322396,-1.7964071856287425,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Sales,Product Sales,62,1553471.76,,,,,0,25055.996129032257,32.2615332584416,20.12917115177609,53363242.28,,53363242.28,0.0,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-01,Sales,Service Revenue,47,1064062.99,,,,,0,22639.638085106384,2.503166128512669,-2.422145328719718,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Sales,Software,90,933473.6,926183.61,7289.989999999991,100.78709987105042,0.7870998710504056,1,10371.928888888888,11.704158878209144,6.438896189224702,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-01,Sales,Subscription,49,913917.54,,,,,0,18651.37836734694,-16.35680098113356,-1.8909899888765265,53363242.28,,53363242.28,0.0,False,False,False,False,False,0,0,
2025-01,Sales,Transaction Fees,60,1518730.69,,,,,0,25312.178166666665,27.980736317951138,16.756756756756765,53363242.28,,53363242.28,0.0,False,True,False,False,False,1,0,high spending deviation
2025-01,Sales,Travel,80,892733.16,813592.98,79140.18000000005,109.72724469672784,9.727244696727846,1,11159.1645,-1.412597404451816,-2.5710419485791647,53363242.28,,53363242.28,0.0,True,False,False,False,False,1,0,high budget utilization
2025-02,Customer Support,Outsourcing,64,650373.0,641797.45,8575.550000000047,101.33617701347988,1.3361770134798832,1,10162.078125,-27.639417544557844,-18.413597733711047,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-02,Customer Support,Product Sales,38,931341.68,,,,,0,24508.99157894737,-19.52921637991105,-24.50331125827815,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Customer Support,Service Revenue,37,792629.72,,,,,0,21422.424864864865,-27.43727886954251,-21.369539551357736,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-02,Customer Support,Software,81,749459.24,759303.67,-9844.430000000051,98.7034923721625,-1.2965076278374963,1,9252.583209876542,5.752258180438493,8.08005930318755,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Customer Support,Subscription,41,1140724.07,,,,,0,27822.53829268293,5.542349481740184,-13.27849588719154,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Customer Support,Support Tools,64,636058.63,623432.02,12626.609999999986,102.0253387049321,2.025338704932093,1,9938.41609375,-15.718885691183612,-20.16632016632017,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,True,False,False,2,1,"high budget utilization, high transaction deviation"
2025-02,Customer Support,Training,72,534474.97,521115.93,13359.03999999998,102.56354473754044,2.5635447375404508,1,7423.263472222222,-2.1795468455649205,-5.608157319737793,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Customer Support,Transaction Fees,38,1040677.86,,,,,0,27386.25947368421,-2.659030991718553,-20.649651972157766,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Finance,Audit,39,330243.61,340168.2,-9924.590000000026,97.0824462721677,-2.9175537278322974,1,8467.784871794871,-8.190008488785258,-24.19006479481641,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Finance,Bank Charges,46,218229.72,201347.93,16881.790000000008,108.38438716504312,8.38438716504312,1,4744.124347826087,-6.574209770072567,-10.29252437703142,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Finance,Product Sales,26,501745.57,,,,,0,19297.90653846154,-27.181747768120218,-16.279069767441865,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,False,False,False,1,0,high spending deviation
2025-02,Finance,Professional Services,43,332309.61,307440.85,24868.76000000001,108.08895759948622,8.088957599486214,1,7728.130465116279,-8.24714216343832,-7.194244604316552,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Finance,Service Revenue,34,766667.63,,,,,0,22549.04794117647,4.837605658928722,7.936507936507936,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Finance,Software,54,396214.97,368565.26,27649.709999999963,107.50198485880084,7.501984858800843,1,7337.314259259258,18.625243457112177,5.4229934924078105,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Finance,Subscription,24,737057.54,,,,,0,30710.73083333333,9.51073708449326,-21.88065099457504,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Finance,Transaction Fees,37,809371.76,,,,,0,21874.912432432437,15.116181981897949,20.216606498194945,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,HR,Benefits,42,236691.25,242862.3,-6171.049999999988,97.45903336993844,-2.5409666300615568,1,5635.505952380952,-8.520202960476057,-7.6923076923076925,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,HR,Product Sales,26,557296.9,,,,,0,21434.496153846158,-18.523520830676205,-14.12844036697248,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,HR,Recruitment,34,167060.33,151014.41,16045.919999999984,110.62542309704088,10.62542309704086,1,4913.539117647058,-30.72531432628508,-24.72324723247232,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-02,HR,Service Revenue,34,659197.01,,,,,0,19388.147352941178,-3.618195650001119,11.678832116788326,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,HR,Software,41,219297.29,220541.49,-1244.1999999999823,99.43584311505288,-0.5641568849471283,1,5348.714390243903,-17.26499319154832,-12.662721893491122,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,HR,Subscription,32,922606.0,,,,,0,28831.4375,42.43945032418822,12.500000000000004,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,False,False,False,1,0,high spending deviation
2025-02,HR,Training,48,208103.88,199299.25,8804.630000000005,104.41779384518506,4.41779384518507,1,4335.4975,-1.9707164107808872,1.1709601873536333,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,HR,Transaction Fees,21,593645.9,,,,,0,28268.852380952383,-4.5070953352688266,-25.44378698224852,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,IT,Cloud Services,60,1087776.35,1069705.71,18070.64000000013,101.68930948307268,1.6893094830726978,1,18129.60583333333,-15.21506310530568,-16.40866873065015,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,IT,Cybersecurity,63,912398.84,825955.58,86443.26000000001,110.46584853873134,10.465848538731343,1,14482.521269841269,-13.31376044174458,-13.435114503816786,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,IT,Hardware,61,1081652.02,1110988.78,-29336.76000000001,97.35940087531758,-2.64059912468243,1,17732.000327868853,-15.584075505580484,-17.38148984198645,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,IT,Product Sales,41,1216296.17,,,,,0,29665.76024390244,18.215652333625336,-9.55882352941177,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,IT,Service Revenue,33,841494.56,,,,,0,25499.83515151515,-19.336989971811462,-27.82503037667072,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,IT,Software,84,1099361.3,1114140.29,-14778.98999999999,98.6735072654091,-1.3264927345909006,1,13087.634523809524,16.91517695151385,22.13247172859452,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,IT,Subscription,44,907933.6,,,,,0,20634.854545454546,-7.640041884122146,-1.6149068322981348,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,IT,Transaction Fees,55,1157421.05,,,,,0,21044.01909090909,22.88754958165151,27.577319587628857,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-02,Marketing,Advertising,74,1204135.38,1176697.23,27438.149999999907,102.33179354046749,2.331793540467492,1,16272.099729729727,-19.31334324437664,-15.159235668789814,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Marketing,Content,74,723645.6,740116.73,-16471.130000000005,97.77452267563254,-2.225477324367469,1,9778.994594594596,-15.610170775604038,-16.489028213166147,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Marketing,Events,72,1060007.89,993806.29,66201.59999999986,106.66141889683551,6.661418896835506,1,14722.331805555554,-13.223262199573451,-17.662007623888183,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Marketing,Product Sales,54,1148792.69,,,,,0,21273.9387037037,-0.3470951210971648,-0.409836065573769,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Marketing,Service Revenue,43,1029941.58,,,,,0,23952.12976744186,-13.101170373276268,-20.85889570552148,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Marketing,Software,78,909364.7,943983.84,-34619.140000000014,96.3326554403728,-3.667344559627209,1,11658.521794871796,-11.22518399598806,-14.857489387507584,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Marketing,Subscription,45,1199778.64,,,,,0,26661.747555555557,-1.4233057165554848,-19.24227318045862,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Marketing,Transaction Fees,45,816371.96,,,,,0,18141.59911111111,-28.903152398715985,-9.395973154362412,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,False,False,False,1,0,high spending deviation
2025-02,Operations,Logistics,99,2009614.22,1912566.76,97047.45999999996,105.07419986740749,5.074199867407502,1,20299.133535353536,-5.839532772366382,-1.8181818181818137,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Operations,Maintenance,105,1538040.48,1602891.24,-64850.76000000001,95.95413847292596,-4.04586152707404,1,14648.004571428572,12.404457583769895,5.763850027979861,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Operations,Product Sales,47,1378935.42,,,,,0,29339.0514893617,3.1882749900807617,-21.375464684014872,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Operations,Service Revenue,48,1025360.36,,,,,0,21361.674166666668,-17.94591309215713,-15.459882583170256,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Operations,Subscription,56,1608644.02,,,,,0,28725.78607142857,15.566533471807425,-8.363636363636369,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Operations,Supplies,110,1296489.73,1230454.23,66035.5,105.36675793296268,5.366757932962692,1,11786.270272727272,14.803811527360947,12.117780294450732,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Operations,Transaction Fees,60,1398549.77,,,,,0,23309.16283333333,-2.4134101601224853,-2.702702702702699,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Operations,Utilities,85,1249981.56,1222293.98,27687.580000000075,102.26521446174512,2.265214461745125,1,14705.665411764709,-13.686479435551762,-12.52144082332762,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Sales,Client Entertainment,83,869583.2,795186.4,74396.79999999993,109.3558944167053,9.355894416705308,1,10476.906024096384,15.623945524598344,-0.3999999999999943,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,True,False,False,False,False,1,0,high budget utilization
2025-02,Sales,Commissions,64,1010924.13,1013508.23,-2584.0999999999767,99.74503413751265,-0.2549658624873699,1,15795.68953125,-12.678770751633865,-23.35329341317365,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,True,False,False,1,0,high transaction deviation
2025-02,Sales,Product Sales,36,688953.18,,,,,0,19137.588333333333,-41.34299298103809,-30.247578040904205,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-02,Sales,Service Revenue,45,904084.23,,,,,0,20090.760666666665,-12.90788525418175,-6.574394463667815,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Sales,Software,82,885933.63,916040.02,-30106.39000000001,96.71341979141916,-3.286580208580845,1,10804.068658536586,6.015286303831795,-3.022339027595271,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Sales,Subscription,34,813876.93,,,,,0,23937.556764705885,-25.512678055337428,-31.924360400444936,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-02,Sales,Transaction Fees,51,1242113.85,,,,,0,24355.173529411768,4.670726785487644,-0.7567567567567507,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-02,Sales,Travel,72,756602.05,773582.94,-16980.889999999898,97.80490376377745,-2.195096236222569,1,10508.361805555556,-16.445995007100354,-12.313937753721248,49205537.23,-7.791327648691748,51284389.755,-4.053577579710441,False,False,False,False,False,0,0,
2025-03,Customer Support,Outsourcing,88,1143334.91,1079668.74,63666.169999999925,105.89682442783332,5.896824427833293,1,12992.442159090908,27.20758707578656,12.181303116147312,59577029.34,21.07789629756676,54048602.95,10.228620331064452,True,True,False,True,False,3,1,"high budget utilization, high spending deviation, large period change"
2025-03,Customer Support,Product Sales,47,1303616.33,,,,,0,27736.51765957447,12.636457562002889,-6.622516556291395,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,False,False,True,False,1,0,large period change
2025-03,Customer Support,Service Revenue,62,1431559.75,,,,,0,23089.673387096773,31.05472618518197,31.75914994096812,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,True,True,True,False,3,1,"high spending deviation, high transaction deviation, large period change"
2025-03,Customer Support,Software,66,579563.2,576355.49,3207.7099999999627,100.55655061080444,0.5565506108044469,1,8781.260606060605,-18.220879953016382,-11.934766493699032,59577029.34,21.07789629756676,54048602.95,10.228620331064452,True,False,False,True,False,2,1,"high budget utilization, large period change"
2025-03,Customer Support,Subscription,57,1481518.44,,,,,0,25991.55157894737,37.07340896043555,20.564042303172737,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,True,True,True,False,3,1,"high spending deviation, high transaction deviation, large period change"
2025-03,Customer Support,Support Tools,81,785749.68,794661.59,-8911.909999999916,98.8785276509967,-1.121472349003293,1,9700.613333333336,4.115965847670208,1.0395010395010336,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,False,False,True,False,1,0,large period change
2025-03,Customer Support,Training,78,605300.8200000001,612629.68,-7328.859999999986,98.8037047111397,-1.196295288860309,1,7760.266923076924,10.783112083155457,2.257829570284058,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,False,False,True,False,1,0,large period change
2025-03,Customer Support,Transaction Fees,62,1500478.91,,,,,0,24201.27274193548,40.348975115017744,29.46635730858469,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,True,True,True,False,3,1,"high spending deviation, high transaction deviation, large period change"
2025-03,Finance,Audit,52,369446.02,386777.37,-17331.349999999977,95.5190372177152,-4.4809627822848,1,7104.7311538461545,2.708530711773878,1.07991360691145,59577029.34,21.07789629756676,54048602.95,10.228620331064452,False,False,False,True,False,1,0,large period change
2025-03,Finance,Bank Charges,49,272180.89,249613.8,22567.090000000026,109.04080223128688,9.040802231286902,1,5554.712040816326,16.522693305636622,-4.442036836403035,59577029.34,21.07789629756676,54048602.95,10.228620331064452,True,False,False,True,False,2,1,"high budget utilization, large period change"
